OBJECTID,LSOA21CD,LSOA21NM,LSOA21LN,IMDScore,IMDRank,IMDDecile,IMDpRank,IMDBrisRank,IMDBrisDecile,Income,IncomeRank,IncomeDecile,Employment,EmploymentRank,EmploymentDecile,EducationSkillsTrainingScore,EducationSkillsTrainingRank,EducationSkillsTrainingdecile,HealthDisabilityScore,HealthDisabilityRank,HealthDisabilityDecile,CrimeScore,CrimeRank,CrimeDecile,BarriersHousingServicesScore,BarriersHousingServicesRank,BarriersHousingServicesDecile,LivingEnvironmentScore,LivingEnvironmentRank,LivingEnvironmentDecile,IDACI,IDACIRank,IDACIDecile,IDAOPI,IDAOPIRank,IDAOPIDecile,SUBCYPScore,SUBCYPRank,SUBCYPDecile,SUBSkillsScore,SUBSkillsRank,SUBSkillsDecile,SUBGeogBarriersScore,SUBGeogBarriersRank,SUBGeogBarriersDecile,SUBWiderBarriersScore,SUBWiderBarriersRank,SUBWiderBarriersDecile,SUBIndoorsScore,SUBIndoorsRank,SUBIndoorsDecile,SUBOutdoorsScore,SUBOutdoorsRank,SUBOutdoorsDecile,POP2022Total,POP2022Children,POP2022Older,POP2022WAP,ShapeSTArea,ShapeSTLength
190,E01014689,Bristol 002B,Southmead Central,58.3,1177,1,3.49,13,1,54.5,1665,1,26.3,3097,1,78.9,186,1,1.3,2542,1,1.8,598,1,30.6,6209,2,14.7,19337,6,71.3,2093,1,54.7,1759,1,2,410,1,0.5,993,1,24.4,25234,8,4.6,2728,1,0.1,14117,5,-0.8,29289,9,1636,361,257,1077,267907.12287315,4347.63302110262
191,E01014690,Bristol 002C,Southmead East,28.84,8854,3,26.23,76,3,29.3,9942,3,16.1,10155,4,37.9,6082,2,0.7,7589,3,0.7,7364,3,30.2,6444,2,6,28238,9,40.2,11894,4,40.7,4520,2,1,4171,2,0.3,8950,3,26.6,23194,7,4.4,3127,1,-0.4,24037,8,-0.9,30694,10,2282,486,310,1531,263576.172515705,4044.45158494596
192,E01014691,Bristol 002D,Southmead West,30.54,8024,3,23.77,69,3,30.5,9277,3,21,5960,2,31.7,8273,3,0.9,5294,2,0.7,7247,3,21.2,15423,5,9.9,23849,8,45.7,9646,3,21.3,12449,4,0.8,6054,2,0.3,11038,4,24,25596,8,2.6,6672,2,-0.2,19182,6,-0.8,29221,9,2042,369,588,1183,615892.190912625,4919.05686885031
193,E01014692,Bristol 002E,Fonthill,33.9,6587,2,19.51,57,3,34.3,7496,3,17.5,8693,3,39.6,5594,2,0.8,6443,2,0.5,10079,3,40,2100,1,13.5,20375,7,47.7,8869,3,27.6,9117,3,0.9,5000,2,0.3,6418,2,25.9,23898,8,6,1036,1,-0.1,18249,6,-0.2,19249,6,1762,383,249,1177,276915.001051125,3418.71562426688
194,E01014693,Bristol 002F,Charlton Mead,7.07,28569,9,84.64,228,9,7.3,29628,9,6.1,27723,9,12.3,20518,7,-0.6,24617,8,-1.2,30905,10,24.5,11397,4,6.9,27188,9,12.5,28690,9,4.1,31394,10,-0.2,20039,6,0.2,19149,6,36.2,13566,5,1.6,9447,3,-0.3,22317,7,-1.1,31961,10,1418,219,426,868,762533.580735645,4887.3794543782
195,E01014694,Bristol 002G,Southmead North,31.23,7708,3,22.84,65,3,32.6,8282,3,20,6675,2,38.9,5797,2,1,4719,2,0.6,8114,3,19.8,17264,6,7.6,26468,8,44,10329,4,26.7,9544,3,0.9,5619,2,0.3,6118,2,26.4,23411,7,2,8306,3,-0.3,21336,7,-1.1,32280,10,1735,361,347,1080,336779.210459275,4279.20701411223
196,E01014695,Bristol 036A,Bower Ashton,23.55,12088,4,35.81,100,4,22,14276,5,15.5,10729,4,8.6,24110,8,0.8,6745,2,1,3700,2,13.5,26188,8,28.1,10294,4,21.6,21897,7,38.6,5112,2,-0.5,23464,7,0.2,22671,7,21.9,27245,9,0.7,12651,4,0.2,11287,4,0.6,6591,2,2078,281,453,1487,1142853.82368996,7008.85883108492
197,E01014696,Bristol 036B,Hamilton Road,6.08,29653,9,87.85,240,9,7.6,29259,9,4.2,31877,10,0.6,33230,10,-0.7,26822,8,-0.2,19975,6,7.7,32048,10,33.5,7598,3,12,29089,9,12.7,18917,6,-1.4,31971,10,0,33678,10,18.5,29540,9,-0.8,19554,6,0.8,4212,2,-0.7,27603,9,1872,378,183,1359,121005.310892725,2501.56875240083
198,E01014698,Bristol 036C,Stackpool Road,7.79,27712,9,82.1,222,9,9.4,26849,8,4.3,31865,10,1.6,32151,10,-0.4,22696,7,-0.5,24044,8,9.9,30236,9,40.4,4787,2,13.7,27814,9,20.9,12689,4,-1,29421,9,0.1,33552,10,16,30789,10,0.1,15368,5,0.9,3161,1,-0.1,18286,6,1957,286,236,1524,146022.617903955,2366.36937890551
199,E01014699,Bristol 036D,Coronation Road West,19.16,15366,5,45.52,128,5,19.5,16090,5,11.2,16527,5,7.7,25165,8,0.4,11285,4,0.7,7388,3,13.9,25653,8,39,5291,2,26.3,18843,6,25.6,10090,3,-0.1,18622,6,0.1,31029,10,20.6,28189,9,1,11770,4,0.8,3641,2,-0.1,16711,5,1606,245,230,1180,172796.22726495,3187.03199808175
200,E01014700,Bristol 036E,Ashton,6.22,29504,9,87.41,237,9,5.8,31412,10,6,28113,9,3.3,30259,9,-0.6,24504,8,-0.3,21061,7,7.9,31893,10,28.3,10224,4,5.1,32930,10,4.4,30914,10,-0.9,28587,9,0.1,29845,9,20.5,28254,9,-0.9,20050,6,0.5,7135,3,-0.2,18703,6,1655,316,277,1137,252529.346249275,3961.69925354809
201,E01014701,Bristol 036F,Coronation Road East,11.11,23658,8,70.09,190,8,9.4,26836,8,6.5,26859,8,2.6,31081,10,0.2,14030,5,-0.1,18451,6,10.1,30032,9,42.5,4073,2,10.9,29838,9,15.9,16034,5,-0.8,27686,9,0.1,32863,10,17.4,30138,9,0.1,15397,5,1,2528,1,-0.3,21053,7,1871,278,188,1466,140287.116368625,2753.65482746029
202,E01014702,Bristol 049A,Stockwood Lane North,10.07,24889,8,73.73,197,8,12.1,23273,7,7.7,23890,8,16.1,17213,6,-0.2,18873,6,-0.3,20567,7,16.4,22193,7,9.1,24688,8,28.9,17343,6,5,29905,9,0,15929,5,0.2,17128,6,42.3,8866,3,-3.4,29659,9,-0.2,19085,6,-1.4,33158,10,1478,237,466,852,398648.58021614,3793.52290964075
203,E01014703,Bristol 049B,Burnbush Hill,36.42,5655,2,16.75,47,2,34.7,7314,3,23.3,4637,2,45.6,4139,2,1.1,4028,2,0.9,4691,2,19.2,18176,6,12.4,21417,7,52.8,7008,3,22.6,11682,4,1.1,4022,2,0.4,4522,2,37.2,12626,4,-0.1,16451,5,0,15494,5,-1.4,33225,10,1544,285,354,1025,846196.96568725,5415.45325638772
204,E01014704,Bristol 049C,Woodleigh Gardens,18.63,15827,5,46.89,131,5,23.5,13248,4,13.8,12800,4,24.3,11767,4,-0.1,18529,6,0.5,10116,3,14.3,25190,8,10.9,22849,7,38.9,12439,4,15.1,16731,5,0.5,9891,3,0.3,13291,4,32.6,17063,6,-0.7,18904,6,-0.2,19316,6,-0.5,24804,8,1871,352,451,1176,393928.263761225,3399.77203950152
205,E01014705,Bristol 049D,The Coots,8.42,26944,8,79.82,212,8,14.5,20659,7,6.5,26855,8,12.8,20069,6,-0.3,20661,7,-0.7,26573,8,13.3,26403,8,9.1,24815,8,18,24483,8,18.7,14088,5,-0.4,22388,7,0.2,16420,5,37.7,12197,4,-3.1,28711,9,-0.2,19094,6,-1.6,33559,10,1366,206,512,743,276709.698904225,3094.60728029903
206,E01014706,Bristol 049E,Burnbush,50.1,2355,1,6.98,22,1,41.2,4951,2,27.5,2626,1,70.3,589,1,1.5,1494,1,1.5,1369,1,18.9,18503,6,9.9,23918,8,40.5,11766,4,47.8,2883,1,2,335,1,0.4,2887,1,32.5,17180,6,0.8,12355,4,-0.1,18620,6,-1.1,31627,10,1378,247,467,774,236891.5022403,3454.74897252252
207,E01014707,Bristol 049F,Stockwood Lane South,16.79,17477,6,51.78,149,6,14.7,20396,7,12.6,14449,5,30.6,8706,3,0.1,15415,5,0.4,11518,4,13.5,26183,8,9.2,24647,8,25.4,19400,6,7.5,25699,8,0.7,7158,3,0.3,10351,4,38,11966,4,-3.1,28757,9,-0.2,19328,6,-1.1,31998,10,1614,293,498,919,347779.704845155,4025.20774569261
208,E01014708,Bristol 049G,Hazelbury,12.33,22202,7,65.77,180,7,13.2,22029,7,10.3,18233,6,16.8,16690,5,0,16502,5,-0.1,18285,6,8.8,31186,10,15.5,18696,6,21.9,21726,7,10.3,21660,7,0,15796,5,0.2,16286,5,30.5,19294,6,-2.6,27100,9,0,15453,5,-0.3,21149,7,1897,300,535,1171,547769.269115425,4046.6732348209
209,E01014709,Bristol 015A,Sneyd Park and the Downs,8.33,27068,9,80.19,214,8,3.8,32926,10,2.4,33529,10,2,31697,10,-1.4,32072,10,0.6,8814,3,18.9,18505,6,38.6,5461,2,4.6,33109,10,4,31577,10,-0.9,28617,9,0.1,33291,10,41.5,9437,3,-1.4,22389,7,0.8,4253,2,0.2,12730,4,1289,157,466,741,2268381.25865508,12128.0083811342
210,E01014710,Bristol 015B,Rockleaze,3.53,32270,10,95.6,256,10,2.2,33605,10,1.7,33676,10,3.2,30316,9,-1.8,33107,10,-1.1,30243,9,11.5,28621,9,28.6,10068,3,2.3,33635,10,2.6,33069,10,-0.6,25467,8,0.1,33627,10,32,17733,6,-1.6,23278,7,0.6,6063,2,-0.6,25776,8,1611,195,363,1125,302808.70190488,3976.31496734079
211,E01014711,Bristol 015C,Stoke Bishop North,3.5,32300,10,95.69,257,10,4.4,32573,10,6.3,27310,9,0.2,33618,10,-1.2,30831,10,-0.7,26097,8,13.9,25688,8,11,22811,7,5.3,32851,10,2.9,32878,10,-2.1,33571,10,0.1,33272,10,35.5,14235,5,-1.7,23432,7,-0.2,19854,6,-0.4,23131,7,1350,265,492,662,451725.3819022,5223.86568866702
212,E01014712,Bristol 015D,Stoke Bishop South,9.73,25276,8,74.88,202,8,12.4,22952,7,8.6,21598,7,4.3,29079,9,-0.3,20275,7,0,16178,5,16.3,22421,7,13.7,20246,6,12.9,28381,9,13.9,17728,6,-0.6,25314,8,0.1,30861,10,34.3,15373,5,-0.4,17521,6,0,16300,5,-0.5,24535,8,1290,243,390,736,443175.800603575,6161.07021365326
213,E01014713,Bristol 015E,Old Sneed Park,3.63,32180,10,95.33,255,10,3.2,33280,10,4.4,31551,10,0.9,32912,10,-1.2,30949,10,-1.2,31024,10,17.7,20255,7,19.6,15579,5,5,32965,10,2.6,33122,10,-1.4,31877,10,0.1,32979,10,40.8,9879,3,-1.8,23815,8,0.3,11048,4,-0.5,24907,8,1370,203,553,740,774949.453538275,4674.06509902876
214,E01014714,Bristol 015F,University Halls,2.06,33367,10,98.85,266,10,0.9,33751,10,0.7,33747,10,0.3,33553,10,-1.5,32393,10,-1.9,33529,10,8.1,31714,10,21.1,14527,5,1.3,33731,10,4,31585,10,-2.1,33555,10,0.1,33016,10,29.9,19876,6,-2.8,27926,9,0.4,9033,3,-1.1,31690,10,3665,352,492,2812,609066.70927496,4757.46238678807
215,E01014715,Bristol 009A,Canford Park,2.59,33054,10,97.92,262,10,4,32860,10,3.6,32777,10,0.3,33583,10,-1.3,31413,10,-0.7,27163,9,6.5,32723,10,18.8,16190,5,5.3,32835,10,3.2,32545,10,-2.2,33630,10,0.1,33074,10,28,21904,7,-3.2,29202,9,0.2,12302,4,-0.3,22107,7,1733,413,466,936,453013.559527175,4077.94123314582
216,E01014716,Bristol 009B,Canford Lane,2.17,33305,10,98.67,265,10,2.6,33489,10,2.7,33383,10,0.3,33558,10,-1.3,31600,10,-1.1,30387,10,12.8,27013,9,14.6,19452,6,2,33660,10,2.5,33178,10,-1.7,33130,10,0.1,33469,10,35.9,13885,5,-2.4,26359,8,-0.1,17473,6,-0.1,18216,6,1575,324,473,861,715035.102941275,6087.67499906932
217,E01014717,Bristol 009C,Elmlea,3.19,32561,10,96.46,259,10,3.9,32892,10,3.8,32444,10,0.2,33658,10,-0.9,28813,9,-2.1,33661,10,6.8,32593,10,26.3,11342,4,1.5,33717,10,6.5,27393,9,-2,33453,10,0.1,33515,10,27.9,21998,7,-3,28388,9,0.5,7900,3,-0.2,19817,6,1708,351,675,726,541024.34406518,4507.02081393064
218,E01014718,Bristol 009D,Henbury Hill,2.54,33085,10,98.02,263,10,5.1,31998,10,2.8,33335,10,0.5,33420,10,-0.9,28166,9,-1.4,32128,10,11.8,28212,9,14.3,19647,6,5.7,32642,10,4.5,30760,10,-1.7,32946,10,0.1,33216,10,28.5,21371,7,-0.6,18727,6,0.1,14719,5,-0.7,28083,9,1567,279,516,860,821769.717938675,5282.13481371078
219,E01014719,Bristol 006B,Westbury Village,7.07,28559,9,84.61,227,9,5.9,31301,10,5.7,28884,9,0.5,33409,10,-0.9,28627,9,-0.2,20087,6,8.5,31436,10,41.1,4555,2,4.6,33091,10,6.9,26655,8,-2,33490,10,0.1,32655,10,24.3,25348,8,-1.2,21218,7,0.8,4177,2,0.4,8997,3,1469,284,370,903,272867.7659475,2994.17297652194
220,E01014720,Bristol 006C,Lake Road,16.83,17438,6,51.66,148,6,19.5,16052,5,13.5,13103,4,8.2,24530,8,0.3,12126,4,0.1,15408,5,15.8,23127,7,20.8,14741,5,19.3,23535,7,20.8,12762,4,-0.3,20179,6,0.2,27289,9,25.8,23942,8,1,11730,4,0.2,11295,4,-0.2,19906,6,1615,310,445,923,314105.678763025,3001.58662047926
221,E01014721,Bristol 006D,Westbury North,6.58,29111,9,86.24,231,9,10.6,25295,8,8.9,21059,7,0.6,33321,10,-0.7,26824,8,-0.7,26574,8,7.7,32042,10,16.8,17723,6,10.3,30193,9,10.8,20987,7,-1.8,33269,10,0.1,32613,10,24.3,25370,8,-1.5,22773,7,0.1,13821,5,-0.4,22773,7,1743,353,617,876,415666.6120308,6082.2218745217
222,E01014722,Bristol 052C,Tanorth Road,9.95,25037,8,74.17,199,8,11.6,23930,8,8.7,21482,7,16.2,17178,6,-0.3,21029,7,-0.3,20807,7,11.8,28257,9,12.9,20983,7,21.7,21836,7,6.5,27422,9,-0.1,17676,6,0.2,15373,5,34.1,15630,5,-2.2,25665,8,0,15015,5,-1.4,33274,10,1589,317,477,922,283913.6845559,3395.42515707447
223,E01014723,Bristol 052D,Court Farm Road,7.29,28304,9,83.85,226,9,7.8,28991,9,6.4,27017,9,15.8,17438,6,-0.2,19717,6,-0.7,26205,8,11.3,28864,9,11.3,22430,7,11.9,29142,9,5,29960,9,-0.4,22759,7,0.3,12282,4,33.5,16231,5,-2.3,25920,8,0,16484,5,-1.8,33666,10,1382,259,393,822,292491.502608895,3370.67065265082
224,E01014725,Bristol 052E,Whitchurch,4.69,31234,10,92.53,249,10,7.5,29346,9,5.9,28506,9,11.5,21250,7,-0.8,27121,9,-0.9,28853,9,13.1,26624,8,3.9,30717,10,19.7,23249,7,1.4,33685,10,-0.3,21076,7,0.2,19502,6,38.4,11703,4,-3.7,30367,9,-0.5,26529,8,-1.4,33322,10,1472,214,573,836,256881.972855,3377.26627964698
225,E01014726,Bristol 053B,Hareclive,70.55,265,1,0.79,2,1,61.3,757,1,38.9,350,1,85.6,62,1,1.8,643,1,2.2,111,1,14.5,24876,8,6.7,27412,9,79.8,897,1,58.1,1324,1,2.2,181,1,0.5,655,1,30.2,19572,6,-0.1,16106,5,-0.3,22685,7,-1.1,31620,10,1692,439,238,1072,442213.58018655,4228.90980937871
226,E01014727,Bristol 053C,Bishport Avenue East,59.97,993,1,2.94,11,1,56.3,1403,1,32.8,1159,1,80.5,148,1,1.4,2097,1,1.6,852,1,16.1,22591,7,7.2,26853,8,77.4,1143,1,37.2,5524,2,2.4,78,1,0.4,1608,1,33.1,16612,5,-0.1,16408,5,-0.3,21973,7,-1.1,31723,10,1593,444,251,944,313219.132809275,3556.73922020747
227,E01014729,Bristol 040A,Marksbury Road,35.75,5894,2,17.46,49,2,40.6,5116,2,18.6,7750,3,55.2,2307,1,0.8,6452,2,1,4185,2,17.9,20023,6,10.3,23428,7,72.4,1904,1,35.6,6045,2,2,333,1,0.3,11974,4,23.2,26197,8,1.8,8824,3,-0.3,21435,7,-0.3,21200,7,1832,388,180,1298,361039.485922175,3528.75023678275
228,E01014730,Bristol 037A,Lower Totterdown,23.95,11808,4,34.98,95,4,22.7,13748,5,11.9,15335,5,10.7,22076,7,0.8,6353,2,1.1,3079,1,15.4,23694,8,36.5,6304,2,45.8,9614,3,43.2,3895,2,0.1,14883,5,0.1,29776,9,18.5,29568,9,1.5,9806,3,0.4,9102,3,1.1,2971,1,1656,161,177,1391,280463.2520454,3675.93632520832
229,E01014731,Bristol 037B,Upper Totterdown,21.4,13601,5,40.29,114,5,19,16386,5,11.2,16601,5,21.9,13078,4,0.6,8417,3,0.3,11846,4,15.2,23825,8,41.2,4527,2,40.4,11811,4,24.3,10742,4,1,4874,2,0.1,32195,10,19,29215,9,1.5,10030,3,0.8,3642,2,0.2,12012,4,1589,198,185,1275,104111.272437725,1617.01417593851
230,E01014732,Bristol 037C,Wells Road,16.15,18087,6,53.58,151,6,13.7,21549,7,9.7,19433,6,5.8,27316,9,0.1,15637,5,0.2,13121,4,16,22754,7,48.7,2490,1,19.2,23606,7,16.8,15341,5,-0.3,21563,7,0.1,31721,10,19.6,28912,9,1.6,9441,3,0.9,2729,1,0.6,7098,3,1690,296,159,1289,167451.98486955,2441.84566958115
231,E01014733,Bristol 040B,Windmill Hill West,10.35,24556,8,72.75,194,8,15.1,19960,6,6.4,27000,8,6.4,26638,8,-0.5,23466,7,-0.1,18036,6,10.4,29735,9,33.7,7510,3,28.3,17732,6,13.1,18535,6,-0.2,19857,6,0.1,32621,10,17.8,29887,9,0.2,15111,5,0.7,4801,2,-0.2,20219,6,1848,359,185,1353,150204.840299625,1986.16542857708
232,E01014734,Bristol 040C,Windmill Hill East,14.22,20160,6,59.72,162,7,14.9,20250,6,8.7,21462,7,5.1,28196,9,-0.4,21860,7,0.4,11256,4,10.8,29408,9,46.1,3092,1,23.5,20655,7,10.1,21815,7,-0.4,22536,7,0.1,32349,10,18,29798,9,0.2,14741,5,1.1,1941,1,-0.3,20977,7,1660,402,195,1111,205365.865673075,3520.74542246903
233,E01014735,Bristol 037D,Victoria Park,10.21,24713,8,73.21,195,8,10.4,25558,8,7.2,25077,8,5.9,27189,9,-0.2,19171,6,-0.1,18723,6,9.9,30242,9,36,6466,2,14.1,27522,9,6.5,27420,9,-0.3,21068,7,0.1,32103,10,20,28617,9,-0.2,16562,5,0.8,4169,2,-0.2,19397,6,1810,342,303,1247,355150.278322075,3624.05120200917
234,E01014736,Bristol 040D,St Johns Lane,21.55,13481,4,39.94,113,5,26.5,11432,4,12,15226,5,30.4,8781,3,0.3,12780,4,0.5,9577,3,13.9,25638,8,21.6,14194,5,43.7,10445,4,34.4,6439,2,1.1,4102,2,0.2,17888,6,20.9,27992,9,1,11840,4,0.3,11103,4,-0.2,18478,6,2147,423,311,1483,246157.814073095,3790.94068271223
235,E01032514,Bristol 053E,Bishport Avenue,72,211,1,0.63,1,1,64.9,431,1,40.3,250,1,86.9,49,1,1.7,988,1,2.1,213,1,15.1,24102,8,8.7,25227,8,83.8,594,1,40.5,4579,2,2.4,60,1,0.5,774,1,29.2,20642,7,0.3,14540,5,-0.2,19651,6,-1.4,33162,10,2132,616,335,1271,272597.869844885,3099.08137080251
236,E01032515,Bristol 053F,Whitchurch Park West,64.31,627,1,1.86,6,1,63.4,551,1,38.7,360,1,67.3,790,1,1.6,1395,1,1.3,2046,1,15.3,23783,8,10.9,22841,7,88.5,328,1,29,8563,3,1.8,602,1,0.4,2788,1,32.3,17433,6,-0.2,16871,5,-0.1,17331,6,-1.1,31827,10,2325,624,328,1448,1066121.98678411,5687.32875962844
237,E01032516,Bristol 001G,Blaise,20.75,14106,5,41.79,123,5,21.2,14808,5,13.5,13141,4,24.5,11625,4,-0.2,19980,6,1.2,2527,1,13.3,26385,8,15.2,18952,6,41,11529,4,8.6,23923,8,0.7,6877,3,0.2,18477,6,37.1,12727,4,-2.7,27495,9,-0.2,19153,6,0.1,13415,4,1999,356,571,1178,1468832.17989872,7009.21953928684
238,E01032517,Bristol 001H,Crow Lane South,29.86,8346,3,24.73,72,3,33.5,7889,3,19.8,6867,3,34.5,7237,3,0.6,8273,3,0.9,5062,2,16.7,21833,7,11.3,22491,7,57.1,5598,2,15.8,16108,5,0.9,5361,2,0.3,9584,3,28.8,21086,7,0.8,12308,4,-0.1,17759,6,-0.7,28573,9,1846,386,303,1224,330543.8674194,3631.99179061468
239,E01032518,Bristol 018E,East Hillfields,39.29,4770,2,14.13,34,2,42.9,4413,2,25.7,3395,2,46.3,3980,2,1,4391,2,0.7,7501,3,18.5,19143,6,14.2,19806,6,50.2,7968,3,44.3,3626,2,1,4188,2,0.4,4056,2,24.9,24792,8,1.8,8853,3,0.1,14401,5,-0.9,30283,9,2081,525,307,1311,280144.378129,3912.54948262917
240,E01032519,Bristol 018F,Staple Hill Road South,13.61,20804,7,61.63,170,7,16.7,18428,6,8.5,21953,7,16.5,16955,6,-0.2,18977,6,-0.1,18374,6,12.2,27832,9,31,8770,3,30.4,16560,5,11.4,20342,7,0.4,11015,4,0.2,23958,8,23.5,26015,8,0.2,14918,5,0.6,5986,2,-0.2,18409,6,1241,218,259,811,158720.594640575,2204.26621762816
241,E01033342,Bristol 025E,St James Barton,21.36,13626,5,40.37,115,5,12.7,22610,7,5.5,29228,9,12.2,20575,7,1,4931,2,1.8,617,1,20.6,16271,5,27.1,10884,4,64.3,3586,2,45.5,3340,1,0.3,12000,4,0.1,31987,10,12.4,31993,10,3.1,5586,2,-0.3,21126,7,1.4,1538,1,2220,133,54,2031,181829.430262475,2957.40104405199
242,E01033344,Bristol 060D,Brandon Hill,13.65,20766,7,61.52,169,7,10.2,25725,8,5.3,29738,9,7,25939,8,0.4,10983,4,0.9,4819,2,15.2,23828,8,29.8,9373,3,42.7,10832,4,22.4,11824,4,-0.2,19164,6,0.1,32033,10,12.9,31859,10,1.7,9174,3,0.2,12044,4,0.9,4329,2,2087,96,95,1917,280031.69636854,3159.95714347884
243,E01033347,Bristol 059D,St Pauls Portland Square,18,16353,5,48.45,140,6,11.6,23873,8,7.5,24270,8,28.6,9574,3,0.2,13580,5,1.1,3477,2,16.9,21507,7,27.3,10761,4,29.9,16832,5,48.7,2694,1,1.3,2614,1,0.1,31300,10,12.3,32038,10,2.2,7865,3,-0.1,17743,6,1.2,2403,1,2880,285,79,2528,194974.118794745,2465.97091097618
244,E01033348,Bristol 059C,St Pauls City Road,36.67,5570,2,16.5,45,2,32.8,8166,3,15.8,10461,4,34.6,7203,3,1.1,3822,2,2,244,1,17,21290,7,34,7329,3,56.5,5750,2,66.6,636,1,1.4,2081,1,0.2,22409,7,12.2,32073,10,2.2,7751,3,0.2,12112,4,1.3,2113,1,1209,171,57,1002,66235.0194175,1946.87713015066
245,E01033350,Bristol 061D,Spike Island,13.99,20414,7,60.48,166,7,12.3,23077,7,8,23151,7,14.6,18438,6,0.1,15321,5,0.6,8004,3,18.7,18786,6,20,15323,5,52.3,7165,3,13.6,18028,6,0.5,9514,3,0.1,32494,10,25.7,24079,8,1.8,8908,3,-0.1,16969,6,0.4,8713,3,1135,45,236,935,437412.51453793,4138.9620623154
246,E01033352,Bristol 054A,The Dings,20.93,13985,5,41.43,119,5,23.6,13175,4,8.7,21336,7,18.2,15664,5,1,4850,2,0.5,8999,3,16.1,22671,7,24.6,12329,4,74.9,1495,1,76,272,1,0.7,7191,3,0.1,31064,10,16.5,30568,10,1.8,8869,3,-0.3,21363,7,1.2,2326,1,1834,178,39,1621,549355.7488458,4332.54727084492
247,E01033353,Bristol 054B,Old Market and Temple Meads,21.21,13748,5,40.73,116,5,13.7,21471,7,8.2,22666,7,27.7,10006,3,1.2,3305,1,0.6,8174,3,14.9,24324,8,30,9269,3,42.3,10986,4,68.8,521,1,1.2,3232,1,0.1,28120,9,13.9,31619,10,1.6,9540,3,-0.1,17031,6,1.4,1685,1,2279,104,74,2136,730319.49179415,7654.24292444707
248,E01033356,Bristol 056C,Barton Hill,53.99,1730,1,5.13,17,1,57.2,1252,1,26,3211,1,55.4,2285,1,1.7,1093,1,0.9,4529,2,26.7,9234,3,28.7,9980,3,78.7,997,1,89.2,86,1,1.3,2311,1,0.4,2996,1,16.6,30535,10,4.3,3258,1,0.1,14102,5,1,3468,2,1701,482,156,1086,164757.49322525,2188.54311370709
249,E01033358,Bristol 054D,Cabot Circus,52.79,1906,1,5.65,20,1,47.9,3027,1,23.6,4444,2,52.5,2759,1,1.7,989,1,1.6,995,1,30.8,6098,2,35.4,6726,2,68.8,2571,1,84.1,128,1,1.5,1564,1,0.3,5619,2,14,31556,10,5.1,2063,1,0.2,12674,4,1.5,1441,1,2609,634,136,1794,260725.881681935,3066.76632444778
250,E01033359,Bristol 039E,Bedminster East,33.87,6598,2,19.55,58,3,26.7,11317,4,14.9,11469,4,17.1,16506,5,1.7,985,1,1.7,796,1,16.2,22494,7,31.8,8417,3,56.4,5816,2,39.6,4822,2,0.6,8598,3,0.1,28924,9,14.5,31399,10,1.9,8524,3,0,15125,5,1.4,1702,1,1739,168,128,1494,444470.67924425,3816.67721888042
251,E01033361,Bristol 039F,Bedminster West,33.66,6690,2,19.82,59,3,27.6,10790,4,17.4,8860,3,17.7,15984,5,1.4,2285,1,1.8,556,1,14.8,24435,8,30.9,8842,3,33.5,14999,5,48.1,2815,1,0.4,11098,4,0.2,21256,7,13.7,31654,10,1.6,9608,3,0.3,10532,4,0.8,5099,2,1470,123,310,1164,268141.130872,3776.90440400385
252,E01033362,Bristol 039G,West Street East,23.7,11992,4,35.53,98,4,18.8,16566,5,10.7,17434,6,16.5,16898,6,1.6,1317,1,0.5,9469,3,12.6,27313,9,26.7,11162,4,32.1,15698,5,49.6,2555,1,0.6,7883,3,0.1,32931,10,17,30339,9,0.8,12294,4,-0.1,18385,6,1.2,2451,1,1295,113,138,1063,91449.723962675,2068.35679400322
253,E01033364,Bristol 039H,West Street West,15.16,19153,6,56.74,157,6,12.4,22984,7,7.5,24227,8,18.4,15478,5,0.2,13858,5,0.5,10151,4,11.1,29027,9,37.4,5908,2,18.9,23824,8,27.5,9144,3,0.7,6889,3,0.1,31648,10,16.7,30497,10,0.4,13937,5,0.7,5290,2,0.4,9273,3,1798,216,224,1420,152877.974988495,3711.60096353222
254,E01033366,Bristol 059B,St Pauls Grosvenor Road,40.91,4358,2,12.91,33,2,46.5,3366,1,22.3,5145,2,42,4989,2,0.8,6135,2,1.2,2732,1,22.9,13345,4,26.6,11173,4,57,5627,2,96.6,40,1,1.2,3262,1,0.3,7779,3,13.5,31727,10,3.6,4538,2,0.1,13130,4,0.7,5784,2,1562,412,107,1040,92560.340501185,1666.76599935531
255,E01033367,Bristol 025F,Stokes Croft West,45.55,3254,1,9.64,29,2,36.9,6463,2,23.3,4613,2,19.6,14663,5,1.7,1023,1,2.5,42,1,16.7,21788,7,47.2,2829,1,67.8,2786,1,67.3,595,1,0.6,8428,3,0.2,23604,7,12.5,31973,10,2.1,8005,3,0.8,3620,2,0.8,4830,2,1432,194,92,1187,90927.56797254,1631.23232751958
256,E01033369,Bristol 056D,Newtown,47.51,2845,1,8.43,26,1,54.7,1643,1,25.9,3274,1,50.9,3077,1,1,4908,2,0.9,5167,2,21,15730,5,34.7,7023,3,72.8,1820,1,60.1,1119,1,1.2,3303,1,0.4,3303,1,17.4,30132,9,3,5741,2,0.3,11141,4,1.2,2363,1,1468,389,227,888,298832.0203774,4581.89569917155
